student_id,university_type,major,gpa,programming_skills,framework_knowledge,system_design,problem_solving,communication,teamwork,learning_ability,leadership,work_experience,internship_count,project_count,certification_count,research_experience,competition_awards,responsibility,adaptability,innovation,overall_market_activity,industry_market_activity,technical_score,soft_skills_score,experience_score,personal_score,market_score,final_score,employment_level,employment_status,salary_range,employment_city,company_size,job_type
139,普通本科,软件工程,2.745317615179694,94.71442515776627,63.32399108806604,55.9552109183276,55.76334040671002,60.692486891838925,96.81777184505454,89.28217701991228,70.74069207169025,3.7212553979559777,2,3,1,0,1,70.6053925316762,55.53550169649292,81.19550575477142,84.96239251846667,78.75962047422831,73.65034361386284,78.88087169813143,60.655064775471736,69.26145924804979,81.8610064963475,74.77146783312199,中等,已就业,12-18万,北京,大型企业(500人以上),软件开发工程师
140,985高校,计算机科学与技术,3.2144378615745053,76.9750415195308,73.83438678324576,70.44223509068328,65.61648193573232,66.99362787409883,72.69861080208963,97.04729797749322,40.551027338859605,3.833611586005018,1,2,0,0,1,100.0,92.63222407043924,77.15113276107748,83.80364381195112,72.42106857631573,73.59042785449594,70.64477102489728,54.003339032060225,90.93500704945501,78.11235619413343,73.154269586598,中等,已就业,12-18万,北京,中型企业(100-500人),产品经理
141,专科院校,计算机科学与技术,3.1739901557709933,76.93705429717758,72.02843816765022,88.30741734740641,79.23154957531474,61.13112699082861,85.62130809803762,75.78359295529776,61.96301287492926,2.274116657892594,2,3,1,0,1,67.95767695894686,69.73926266422693,73.68849902528908,82.5746137846098,100.0,77.96799159617886,71.08316593556829,43.289399894711124,70.21139929043355,91.2873068923049,74.60937306709988,中等,待就业,12-18万,北京,大型企业(500人以上),测试工程师
142,985高校,软件工程,4.0,72.35466995371976,77.48573253224461,77.47423189807371,35.189476248014785,71.72925039419886,85.06136413835398,64.12358779920618,48.52582386996607,1.5277556990666525,1,3,0,1,0,78.36061974529068,76.16697828974736,67.55522978518212,65.189717398594,91.87279949185745,71.20138174557752,68.52017787664292,28.33306838879983,74.46091032059512,78.53125844522572,66.75980983567017,及格,已就业,8-12万,武汉,小型企业(50-100人),软件开发工程师
143,专科院校,信息管理与信息系统,3.15819943070454,73.83009905122417,54.47777602724112,41.21333964980033,79.80638392001086,45.10509056763264,87.91720826905366,100.0,68.2497856364819,2.14815544422555,0,4,2,1,0,100.0,100.0,74.65336235961801,81.8468365779302,84.68311489346696,62.09867875062315,74.16078636484959,37.7778653307066,92.3960087078854,83.26497573569858,70.2426003517298,中等,已就业,12-18万,广州,大型企业(500人以上),软件开发工程师
144,专科院校,人工智能,2.237755919475575,95.56348782464654,85.88790572685323,60.62379948085848,72.22396081072138,62.936986880633945,67.27995712772635,70.47068678109905,69.88295693382865,1.4522190493795897,3,2,0,0,0,81.82016134294926,69.98334578406299,49.0728448550504,59.92373309698755,82.80647607472048,83.33892282515842,67.29534842816227,33.426628592555076,68.44492172891373,71.36510458585401,67.5618182294529,及格,已就业,8-12万,北京,大型企业(500人以上),前端开发工程师
145,专科院校,信息安全,4.0,90.49612476897774,48.892345225696104,70.33724502915494,61.99083465997578,84.44574319442054,85.841636718601,92.35142503815919,73.38918691266444,4.005047440875853,1,6,2,0,1,79.07759382369518,76.4718663042671,89.14276697477861,73.16863878013518,68.37228809354379,71.1326859471285,84.5598257800491,68.06056929051024,81.31542751319178,70.77046343683949,74.26690381873951,中等,已就业,12-18万,上海,小型企业(50-100人),数据分析师
146,普通本科,信息安全,3.6784168655780487,90.17770625459123,63.28280196420089,73.29175784332894,76.3826492467793,56.61833015511817,72.75688008624056,88.79775305183105,73.38647745246523,2.7799997108896854,3,3,2,1,1,84.38316544443704,68.38740473944502,71.32284948353983,63.691487400653486,80.00538880369145,77.35253958444048,72.0514528215464,55.359996530676234,75.66634244467028,71.84843810217247,71.1735906151396,中等,已就业,12-18万,上海,中型企业(100-500人),数据分析师
147,普通本科,人工智能,4.0,77.76846528818068,69.68641888335132,61.21476442569131,83.34473848546541,89.99258843699526,92.29186242758657,79.83497011243593,50.68342583011243,3.735592571143406,4,2,4,0,2,70.35335044997949,55.90311917467157,54.23394967975487,84.78812903666565,68.86493316486343,72.59073851396246,80.16616983212668,72.82711085372088,61.182460836319734,76.82653110076454,74.27119063683541,中等,待就业,12-18万,北京,大型企业(500人以上),数据分析师
148,普通本科,计算机科学与技术,2.621340006507758,88.33757585301595,81.4021727222462,55.40316663515701,85.420326638322,88.100425974424,66.82656620512394,94.11186700630834,59.93466503755371,0.3268340169246402,4,2,1,1,1,78.59964803221291,80.43514513225038,65.51728488070933,75.99629388562388,76.87911179703335,79.37834814874385,78.651669102696,25.922008203095682,75.22558821677308,76.43770284132862,69.9170917622654,及格,已就业,8-12万,南京,小型企业(50-100人),数据分析师
149,985高校,计算机科学与技术,3.0890866093718543,62.485303889391425,90.6896400332613,66.01644402273453,70.22145071579733,89.35535135758288,84.58849672673824,66.88555308634469,82.04474882968773,1.8302970790857904,2,2,1,0,3,91.0764526261645,46.019098360865854,82.02537660707422,55.43611860665925,81.01585423269684,72.4264474418616,81.08406762648313,35.96356494902948,74.84392354084781,68.22598641967804,67.67014840810464,及格,继续深造,8-12万,杭州,中型企业(100-500人),前端开发工程师
150,专科院校,信息管理与信息系统,3.53720062074716,83.751644677471,81.52047280192585,48.69672944157584,74.8904949431348,74.93215289237347,79.57538466048891,100.0,66.62851482820525,0.9621369585213064,2,3,2,0,2,94.06534968305945,97.15508308902292,93.32129196153133,71.56845393621428,81.77984621942824,75.18519509419481,80.69919499847532,29.545643502255675,94.76905238839005,76.67415007782125,71.8471345607675,中等,已就业,12-18万,深圳,大型企业(500人以上),产品经理
151,普通本科,网络工程,3.46819568614223,72.69767952046548,91.23874536183789,81.49601399066778,74.32482728773608,73.58399703683698,100.0,100.0,73.31100466043823,0.06142359610541215,1,1,1,0,0,100.0,44.55762888921498,77.92956510943456,60.56586912422152,69.73100297649202,80.18238094364472,86.73740004313873,8.737083153264946,76.74615819959486,65.14843605035676,65.92278435259519,及格,已就业,8-12万,深圳,小型企业(50-100人),运维工程师
152,普通本科,软件工程,3.353468853679776,44.10292518887516,57.56236105739043,93.03021460922253,88.46795920969794,79.79413942786994,96.76681002252637,100.0,41.7446037950019,2.9498566886354682,0,2,2,1,3,68.8974275314734,71.30859782041874,80.02784421154588,69.4101929287073,85.11731133883931,62.3627172355815,81.47886509299295,43.398280263625615,72.95990362217874,77.26375213377331,68.87131036938769,及格,继续深造,8-12万,上海,大型企业(500人以上),数据分析师
153,985高校,计算机科学与技术,2.100194640749723,51.208475117670545,87.85555720106814,70.92040952675185,75.71824321914741,94.80400290049386,100.0,72.84863599734126,74.30410376306284,0.903231450378069,3,3,0,0,3,99.7668510604144,67.5472073054423,64.63841892703446,71.54447727672287,79.0033041798453,68.59596343465378,86.51418062209603,28.838777404536827,79.5624282939088,75.27389072828409,69.31605364163929,及格,已就业,8-12万,深圳,小型企业(50-100人),软件开发工程师
154,普通本科,信息安全,2.3437802712178435,65.0553182986617,85.2798509486995,61.51342169706329,79.67834923784349,93.439156647901,68.4266733498708,50.1146835972099,31.708623782053916,1.940491734921653,0,5,1,0,0,89.04047849203916,92.21608015366525,99.08636599179009,81.51872170322694,87.52602734647634,71.87660186727153,64.00881098755126,35.28590081905983,93.00692524045226,84.52237452485164,70.72120266868782,中等,已就业,12-18万,杭州,小型企业(50-100人),数据分析师
155,985高校,信息管理与信息系统,3.958760054531936,81.22730976523066,34.055874144615046,79.1135149987047,83.38990824195533,50.06647092028361,74.2495550100176,92.16045810986992,37.06490890955228,1.0427502347919297,2,1,0,0,0,96.22474048446531,64.71225352523084,67.54790237315616,84.0138528495345,85.82837739048891,66.86937997341325,64.03542633796742,22.51300281750316,78.16794296330224,84.9211151200117,66.194509515906,及格,已就业,8-12万,成都,大型企业(500人以上),产品经理
156,211高校,软件工程,4.0,65.06880317499046,66.69303634158585,76.57893836538011,99.37846100435591,61.88542928895616,79.93897529901976,65.59941347124911,46.50879112262877,1.8887951859205843,4,4,1,0,3,60.00588653367858,51.595853885800125,71.26653988824057,60.76940464778038,92.21612653418448,71.28906594598357,64.25198420377981,48.66554223104701,60.86107274568364,76.49276559098243,67.006431613772,及格,已就业,8-12万,深圳,大型企业(500人以上),产品经理
157,普通本科,信息管理与信息系统,3.1466743542818025,66.13324893922936,79.03056135072674,60.866888808418636,61.21277710496026,59.19090565216004,97.1683812707933,78.8026116078268,66.38395214542687,3.3832592446629692,2,6,3,0,1,68.71996862353404,55.773851121425935,71.5589560836063,72.0454684525864,72.05374851050281,68.45712345308952,75.02681034438842,66.59911093595562,65.6878296109233,72.04960848154461,70.29317507809913,中等,已就业,12-18万,北京,小型企业(50-100人),算法工程师
158,211高校,软件工程,3.895213737203191,86.44891382812263,62.26879201831842,64.2823464597537,94.38563040770835,85.9015946742928,85.6411444101197,100.0,68.95113678416597,1.0649412865059484,3,0,0,0,0,83.46026613791074,43.74956985249358,94.41594223034875,71.03070459616784,99.73083821992454,75.55523546946615,85.97099186165096,24.779295438071387,74.83376008001699,85.38077140804619,72.897508985823,中等,已就业,12-18万,杭州,大型企业(500人以上),测试工程师
159,985高校,软件工程,2.688386116928351,66.67481820825469,53.71262241555645,55.856984913078556,100.0,64.81072129553272,68.76233638195625,100.0,47.788999689983605,1.819430215235582,2,3,2,1,1,90.58741719958863,88.64046269668174,75.6158690013082,62.18388485431959,68.77780092439517,63.95511099058452,71.1916004221456,39.833162582826986,85.51186638923244,65.48084288935738,64.39751172522975,及格,已就业,8-12万,上海,大型企业(500人以上),运维工程师
160,专科院校,人工智能,2.80278697326566,94.96210863051617,100.0,67.47027237403955,62.1693585138851,71.94913990699905,69.39638276901428,100.0,31.129446729286833,3.292598523784113,4,3,1,0,0,73.56152253250923,100.0,82.92383864079186,72.16945630368541,76.51298153895209,87.69583377840289,70.15972701021064,63.51118228540936,84.30176060524124,74.34121892131876,76.21512292637401,中等,已就业,12-18万,广州,大型企业(500人以上),后端开发工程师
161,普通本科,计算机科学与技术,2.6488598390684253,92.47685609730202,71.6656022645636,69.48363710067872,66.74814784124774,100.0,97.88707314709896,86.47621788342265,74.30240153280019,3.5224462393635467,1,0,2,0,2,74.4211402808526,93.71291762120097,62.33417255372511,83.66132309288221,81.80308570733656,79.06196532255042,90.95130306419044,50.26935487236257,76.58258316481886,82.7322044001094,77.97407481084478,中等,已就业,12-18万,北京,小型企业(50-100人),后端开发工程师
162,985高校,信息管理与信息系统,2.775040227155677,75.32821980856977,72.0760815123109,53.29801018593956,63.57323558366243,91.8132147344516,86.12510080548962,98.4489961478135,68.81390640807673,1.9090430224729393,2,4,2,1,2,64.07130545035139,76.16640600964209,76.96449729792282,64.48677403468061,85.57170060149193,68.77103797267534,87.45026994027661,42.908516269675275,71.56779317241003,75.02923731808627,70.78464143434233,中等,已就业,12-18万,北京,大型企业(500人以上),前端开发工程师
163,专科院校,信息管理与信息系统,3.5613480047613097,86.30192177487493,50.365088276874005,48.87985487558154,79.85332610783595,95.64298413682418,80.78692032432178,55.128359133583785,66.41699863879843,2.9429505261023556,1,4,0,1,1,72.48587817262813,80.57955987344594,62.67513894909086,83.56855008601394,76.95620237891421,67.39159877891208,75.95511483328333,47.315406313228266,71.97076091581229,80.26237623246408,70.41202256968938,中等,已就业,12-18万,北京,中型企业(100-500人),算法工程师
164,专科院校,人工智能,2.768823813468278,84.25860681534573,60.81458506305641,45.10976881948901,42.07485045871082,64.24568941170064,79.54419183711309,62.51268205150852,88.89987664518205,3.72610280797344,0,2,0,0,1,74.26201167553744,70.29408020106618,61.70721816358524,61.25002842849708,79.2825613305847,65.17725705482411,72.56790062470202,48.71323369568128,69.3051941796104,70.2662948795409,66.12528732482193,及格,已就业,8-12万,上海,小型企业(50-100人),数据分析师
165,211高校,信息安全,4.0,71.31502086060895,56.53239055942145,71.24801993918064,62.507528147572394,33.428712621527104,93.43093491031637,80.6770659043448,62.25028059539856,0.9148412982879703,1,2,2,0,1,74.35349201487136,67.202967326624,80.14136288217695,90.80547080470855,99.87315357229309,65.98608231466338,66.00567010920314,22.978095579455644,73.94469586858884,95.33931218850083,69.14063218083395,及格,已就业,8-12万,深圳,大型企业(500人以上),软件开发工程师
166,985高校,信息安全,3.430035303173719,87.92451994458219,86.18462845208954,64.82776145569841,65.89536734361283,69.06712947578936,64.18437192388504,97.61945198945463,45.1214381500959,1.4294598067622775,2,5,0,1,2,66.49735317399134,82.9795824796253,65.82015223318203,74.66969553420556,73.4566106946492,80.58028553896071,70.19538245109091,35.15351768114733,71.23886168343873,74.06315311442738,68.80000762980254,及格,待就业,8-12万,上海,大型企业(500人以上),算法工程师
167,专科院校,计算机科学与技术,3.7422635232475443,90.13353083085791,77.56950431389077,63.7463877971776,64.58358465196201,53.40076734706792,80.77791607045786,78.60381579948066,79.9315006181699,1.9392283072626988,4,1,2,0,0,100.0,55.64285327233489,60.69409429127168,67.43871468134927,69.81666176288178,78.53189965114211,71.85196329523899,45.27073968715239,74.90108426908196,68.62768822211552,68.87239341844904,及格,继续深造,8-12万,北京,中型企业(100-500人),产品经理
168,普通本科,计算机科学与技术,3.4449702914000366,60.71347153814399,61.44154460790206,71.967888835165,64.432562942192,45.8392585555613,81.67431838765187,97.03987582162527,53.8879144021154,3.1702409355497085,1,5,0,0,2,95.31062897872117,83.67841585575675,88.85886658438929,81.2680398518519,67.09246508015414,63.55468605888042,69.20790899941076,52.04289122659651,89.88543632353228,74.18025246600303,68.77930637074587,及格,待就业,8-12万,其他,中型企业(100-500人),软件开发工程师
169,普通本科,网络工程,3.8071348252296398,77.30322957481111,78.40750357999322,51.485570364674345,62.661106325923704,91.93009240459904,61.31134776874513,67.69667752796732,58.42230874811365,2.7802919345007027,3,1,2,0,0,89.98009692086107,74.83365460493656,58.21716406738483,99.78941003597947,73.87262219067243,71.00676760944965,71.51549579518056,51.36350321400844,75.90728437004084,86.83101611332594,73.39934981450166,中等,继续深造,12-18万,其他,中型企业(100-500人),软件开发工程师
170,211高校,人工智能,2.7660000002307266,77.13755733864248,66.19719781388385,48.9462089724321,81.66078499729002,61.622269309084295,76.88897886518204,86.53047125129977,51.95329441554427,2.59691661608489,0,4,1,0,0,97.19326827781704,85.44783342273645,98.98793836660417,88.52992409020686,50.0,68.66950257383758,69.7322022049546,41.16299939301868,94.208038847929,69.26496204510343,67.48855849172705,及格,已就业,8-12万,广州,大型企业(500人以上),数据分析师
171,专科院校,信息安全,3.923466769099779,87.74429201176056,73.51736076967812,68.61622878453288,78.07366328350443,62.90156400322057,100.0,93.24823555587425,47.514403942595976,0.9579662071147352,5,3,1,0,0,88.67911442847307,83.1890551432926,85.96542810895149,74.37764425845104,79.98329179561401,78.68353712086468,76.68540887845393,39.49559448537683,86.21799074706246,77.18046802703253,72.70824471152949,中等,已就业,12-18万,上海,大型企业(500人以上),软件开发工程师
172,985高校,软件工程,3.2704694427957186,68.34212474325994,73.44645830778559,39.06981560629165,95.55101417573181,69.51354280025652,67.47488394266138,96.36106809495168,53.67658892023298,3.8063453708755737,1,4,1,1,2,100.0,57.174434838051276,95.97167945361255,87.91385070394384,96.9953167305737,66.73985192847117,72.54836863352682,59.67614445050689,85.94383428749914,92.45458371725877,76.47681692032674,中等,已就业,12-18万,成都,大型企业(500人以上),产品经理
173,普通本科,信息管理与信息系统,3.80463305548437,66.03359500835357,76.30400815719399,61.11523203598664,81.69900037848888,99.69741718558262,81.8905993960372,78.22659003463153,82.80945119205907,1.7516086746126298,6,4,0,1,1,67.92366221660905,86.87065304454075,59.75178905940118,97.77518584071682,79.39469525882197,69.69758689554584,86.5004127517538,53.01930409535156,71.1561975178262,88.58494054976939,76.3684768052534,中等,已就业,12-18万,杭州,大型企业(500人以上),数据分析师
174,专科院校,计算机科学与技术,2.480217973311908,77.5349949046673,74.49477885095119,100.0,53.53616333342239,72.57578608937759,48.843071673055974,85.42993718237139,44.00227334503828,2.100175367492672,1,0,0,0,1,45.754179287724625,98.4325438022223,80.5262607294273,71.23642696064948,92.13439926657242,78.71604795049453,64.14144270967778,29.20210440991206,71.98931307458473,81.68541311361095,68.59217143258776,及格,已就业,8-12万,广州,小型企业(50-100人),软件开发工程师
175,专科院校,信息管理与信息系统,3.2902916033041816,92.7203883488036,76.31574476747363,44.77193805721213,67.44944395706177,89.27384379344386,77.91631235977609,61.88888473072615,76.0426925882472,2.7929601097774315,2,0,0,0,0,66.720047893571,87.09382918297241,73.35101458773751,76.63615980192894,76.13206947947816,75.68221077691214,76.94199092830816,41.515521317329174,74.82147228864137,76.38411464070356,70.93366069856424,中等,已就业,12-18万,武汉,中型企业(100-500人),产品经理
176,211高校,信息管理与信息系统,3.2726193583908327,57.009343268851,88.83712465728361,58.55386460103915,65.85652257443267,70.26981139040221,63.884381857779765,83.42373183607788,32.26404006412997,5.0,0,2,0,0,0,51.89911129249346,61.71852928572503,84.0641900713853,66.79945598220985,97.52939141103218,67.75129988237659,64.36077985341106,64.0,64.49446032413049,82.16442369662101,70.50875408267571,中等,已就业,12-18万,上海,小型企业(50-100人),后端开发工程师
177,普通本科,网络工程,2.8903817675102794,59.62790769994308,79.60844129610285,33.15660794465347,73.8285735764465,51.293071779547056,74.72268805078814,100.0,84.01444732463221,1.538324876636512,2,5,2,1,0,61.530169075725496,88.58696108132094,61.782231070480826,71.13148541402916,84.07086435447829,61.74787441538344,75.87148301148758,40.459898519638145,69.72282527583073,77.60117488425372,66.93288497694829,及格,已就业,8-12万,上海,大型企业(500人以上),后端开发工程师
178,普通本科,信息安全,3.356559414873632,67.19242638044118,64.94647355911061,61.494079126667835,86.39874459366067,57.15245912760159,86.3925017021031,81.05663894524082,85.58598493627817,1.4634740827867998,1,2,2,0,1,70.84697510654733,82.16713412434983,86.50895011799038,72.21346755508367,79.66971480907716,67.29960290460929,76.1252198873721,29.561688993441596,78.941615315321,75.94159118208042,67.1608369387992,及格,继续深造,8-12万,西安,中型企业(100-500人),前端开发工程师
179,985高校,计算机科学与技术,3.9698034240007574,69.86134391877671,68.53070881022238,94.49804642397964,72.78752587493159,74.94320150447454,63.113511209299446,73.78101219982227,44.64360641749896,1.9381548469440633,3,2,0,0,0,77.85865042848594,47.21565913012198,79.40854275592585,70.58943496746824,70.1841114467845,74.68211208286648,65.63531258712258,39.257858163328756,69.13072073720872,70.38677320712637,65.71537329849923,及格,已就业,8-12万,成都,小型企业(50-100人),前端开发工程师
180,普通本科,信息管理与信息系统,2.8519238205184396,48.516257963437276,88.452558819956,72.003761551856,72.82737734449552,76.61453342254536,83.61551933213181,96.7214117308814,61.184045179102895,4.241428153726073,3,2,1,0,2,96.02583052835027,71.935155878358,67.67446370062575,86.77117526119648,81.83110491117989,67.62576087618247,80.3054018283375,68.89713784471287,80.29321808503524,84.30114008618818,76.62175509578003,中等,待就业,12-18万,武汉,大型企业(500人以上),后端开发工程师
181,985高校,计算机科学与技术,3.6809271781024693,97.47292930372721,71.68633682422322,55.79331036318538,70.15062824874519,83.14064896868064,68.30339556465513,100.0,69.65777878827274,2.7238713385048277,0,2,2,0,0,100.0,87.70096282344605,47.364695464463125,56.1974210465137,97.77593180044478,78.66879766626944,80.94959933942252,40.68645606205793,80.51969748637275,76.98667642347924,73.1080603694416,中等,待就业,12-18万,武汉,大型企业(500人以上),软件开发工程师
182,普通本科,软件工程,2.636288471926746,73.04540112976332,64.3897237396435,97.72115967906649,82.15875985118913,83.14687223550004,59.96819959387982,100.0,50.938391489159365,3.063836756423199,5,4,1,0,0,84.43150645190019,74.2319177124586,85.14566316501057,75.25620179095561,60.79784728286335,76.29518549473059,75.12378986695182,66.76604107707838,81.58587684400082,68.02702453690948,72.6801555541077,中等,已就业,12-18万,上海,大型企业(500人以上),产品经理
183,211高校,网络工程,4.0,70.79843213730042,60.53292486804946,38.86471085722385,61.466422465661694,88.50244100166721,94.74056072143259,88.92133917851156,88.24112257310996,3.7102877464096133,2,5,0,0,0,61.70885543130039,83.34383536039819,68.09544634354465,74.42145535203639,78.92242469592576,60.39883473334595,90.1144317901082,62.52345295691535,70.11532668370302,76.67194002398108,72.51422766046005,中等,已就业,12-18万,成都,小型企业(50-100人),产品经理
184,普通本科,软件工程,3.5923001592183543,99.33956307053126,74.09557162249371,71.80914739635529,48.14485331371436,63.462719931699034,65.57887529777285,96.55754646548294,60.324171471818495,4.191207136013986,3,4,2,1,1,72.39288969665692,66.65566144243294,57.87756964385221,70.28900551837326,76.31867140475586,81.14081152560311,71.63775571468736,74.29448563216783,66.31712520454832,73.30383846156457,74.37979092808763,中等,待就业,12-18万,成都,大型企业(500人以上),算法工程师
185,985高校,计算机科学与技术,4.0,85.76690242685719,57.17714796181636,65.97369180639406,79.66868464316846,100.0,73.6424209132827,100.0,52.198147225580605,1.4953378364972474,2,2,0,0,1,75.59629961480526,79.73224219403659,63.166246446045236,83.24452920118785,66.17382210529155,72.62151218488344,83.8502346734368,29.944054037966964,73.10806643794666,74.7091756532397,69.14059242636984,及格,待就业,8-12万,深圳,初创公司(50人以下),数据分析师
186,985高校,计算机科学与技术,3.5360302595468838,66.96867183999977,89.2719313575146,61.294629786343755,75.62750722263209,100.0,71.43893594686439,88.61945047495645,61.18233000003969,3.2841896999310523,0,4,3,0,0,73.5910700259576,93.93730430571661,79.59714894805691,82.98697555558498,72.56944601802229,73.39072482278625,82.25106260546315,53.41027639917263,81.49676398651509,77.77821078680364,74.29257482135769,中等,继续深造,12-18万,广州,中型企业(100-500人),前端开发工程师
187,211高校,信息安全,3.395306588864681,77.46911767962233,54.432724693643806,77.10637210593268,89.8512741272197,67.19196492774674,83.25326096981375,91.9197216917242,48.95657516741203,4.229009774188704,1,3,0,1,1,59.81350122106678,82.77318728256066,67.79253684499386,75.46512719574486,88.1663085694853,71.72386631385058,73.74215017719091,60.748117290264446,69.09511772669306,81.81571788261508,73.24584134489433,中等,继续深造,12-18万,深圳,初创公司(50人以下),算法工程师
188,普通本科,信息管理与信息系统,3.596466470242959,74.37394301435282,92.17101588279132,47.27030887587049,33.58131674180718,63.091210765244924,80.48453466224663,80.15548724039621,60.3139380358379,2.8087981503824593,5,1,2,1,0,99.2613054943512,79.12079890052077,72.35056354220733,78.13208160165074,74.60789899771,70.21307541993333,71.15015631240176,59.70557780458951,85.14593093055892,76.36999029968037,72.16472697111212,中等,已就业,12-18万,北京,大型企业(500人以上),软件开发工程师
189,普通本科,信息管理与信息系统,3.1317762683229144,96.72526285393914,65.72154526191326,69.68933950808494,68.49475900217818,48.22785521915007,77.52152181272528,100.0,53.25338654714429,1.271625661409859,0,5,1,0,1,56.85935402327276,76.7305532843046,74.21474403255601,74.50603487013501,91.15890707740091,79.19391252198443,69.4994143283552,27.25950793691831,68.0273308043673,82.83247097376795,69.43976155927201,及格,已就业,8-12万,深圳,中型企业(100-500人),前端开发工程师
190,211高校,软件工程,2.3910830472208393,72.4886369747461,53.84893969558516,67.78487484146774,71.60070329243763,77.56333690735258,69.36895467345357,95.78130494335744,48.31454210386001,0.9778852116160714,1,2,0,0,0,72.03722141049175,74.0329829393633,55.24260452847635,81.23243208118242,76.80123563693365,65.8671819961113,74.21947439718052,19.734622539392856,67.5975648045486,79.01683385905804,64.73569039754513,及格,已就业,8-12万,北京,中型企业(100-500人),软件开发工程师
191,普通本科,网络工程,3.423699673233396,53.36910687212685,72.83763607848064,51.9348100532943,47.33683062376086,81.78655558036415,76.0204600272342,80.99094134205468,71.96200110711375,3.1776686349320498,7,4,0,0,3,82.03618252792135,64.23083340854443,78.83170454267152,90.74672610716777,79.22408435548753,58.319578645429885,78.18121723785421,74.1320236191846,75.73323439653333,84.98540523132766,74.40488666085764,中等,已就业,12-18万,深圳,中型企业(100-500人),测试工程师
192,普通本科,人工智能,2.8222483327001227,46.84163839792056,55.70441262678566,94.24993370625977,68.70105470619497,66.31009782169184,84.40762469275748,76.36999271720394,34.61359629102552,0.7705625091669788,0,2,2,0,1,82.57800863854186,70.32434890296763,79.6070130132658,85.66325376149575,88.8587502829515,61.16807135907538,67.01015295720302,17.246750110003745,78.01061203028678,87.26100202222364,65.26042275740578,及格,已就业,8-12万,北京,中型企业(100-500人),产品经理
193,985高校,信息管理与信息系统,2.649169042310299,97.12742021110031,70.5155764154539,62.27244104957541,87.80384002353156,79.24146849821373,81.76839341600646,57.14186484578693,86.4418498307903,1.2803839930417906,3,1,1,1,0,73.90658871883245,77.92733886133098,100.0,97.36523015048643,78.730438080167,81.24051322134454,75.78837508107053,31.364607916501495,82.94083714593228,88.04783411532671,74.88092845821672,中等,已就业,12-18万,深圳,中型企业(100-500人),后端开发工程师
194,普通本科,信息安全,3.518146584219305,63.17077953356055,61.33684702601001,62.92024441707938,100.0,54.18279733807947,96.8265362402578,61.29218730715387,63.4558375561233,1.7652309942503048,3,3,1,0,0,84.59676524465917,45.44550252585661,80.00097975996475,83.41370806469135,82.8258177864139,66.2534148046431,68.47568759950141,41.18277193100366,71.47265078361008,83.11976292555262,68.51910096673839,及格,已就业,8-12万,上海,大型企业(500人以上),后端开发工程师
195,普通本科,软件工程,3.0604457625501533,85.05317483449966,84.17609901803637,49.58484237056387,84.73610349037993,89.51510662812308,91.44515989876835,74.10775724064735,87.70714492794161,2.920648165092172,0,1,1,1,3,64.03821985728227,94.29156091254667,75.2183629431149,56.63371000764186,75.08624128825454,77.66467846236155,85.78419025887918,39.047777981106066,76.46826509961139,65.8599756479482,69.83499356887774,及格,已就业,8-12万,杭州,中型企业(100-500人),测试工程师
196,211高校,软件工程,3.713852203302845,76.07645146072578,72.05124414906449,62.54989323325427,65.1329292825985,67.0353320393228,96.5969758154765,98.92490930438841,74.43011537395628,3.3752810978081196,1,0,1,1,0,78.49425899489205,67.3778916326466,45.365454379627735,81.4360341294892,76.99718143348952,71.06922540392036,83.87709396655431,46.50337317369744,65.22070740163912,79.21660778148936,71.80528419495629,中等,继续深造,12-18万,深圳,中型企业(100-500人),算法工程师
197,211高校,人工智能,2.805529615620465,68.75017818182614,52.17248751888198,100.0,88.92272770706879,79.33139480328103,100.0,89.89169843409684,39.84833088197999,1.4349744503487107,0,0,0,0,3,60.52484026733733,57.32515375912739,80.08613069269045,67.613261223636,87.92721638063354,72.04409029910192,79.24200922590452,17.21969340418453,65.43332144248029,77.77023880213477,66.31678221547253,及格,已就业,8-12万,深圳,大型企业(500人以上),算法工程师
198,专科院校,信息安全,2.964585511743087,71.10228874495311,61.04445189360992,61.20932210042622,83.67103924149045,78.15235570589931,82.80628362698135,66.17795501438603,61.06083365101081,0.5549371447208409,2,3,2,0,2,66.80343916473308,100.0,97.78143470163498,88.12039897249204,72.6094301263846,67.36321941029851,72.9039331023138,24.659245736650092,86.05580607638373,80.36491454943831,67.83553330600478,及格,已就业,8-12万,武汉,中型企业(100-500人),前端开发工程师
199,985高校,网络工程,3.775148013150697,98.75066822294299,80.57420874389695,72.78052914520464,62.7341414778574,45.593372619474856,92.80432128770812,71.10223605274572,33.07210458042368,3.7243942022087344,1,5,0,1,0,94.63426719364023,78.02574656715615,61.99376752402112,72.26604150040859,69.16599288572141,84.50204988917295,61.26907203704066,58.69273042650481,79.85956110480927,70.716017193065,71.38399771207752,中等,已就业,12-18万,深圳,中型企业(100-500人),前端开发工程师
200,普通本科,信息安全,3.3399213304988047,53.279048570353126,89.30638155685713,79.25821597990269,61.273059710494906,87.51048699409152,85.0353781774059,89.22404556126936,46.44626045438113,3.5134281139118535,3,2,0,1,0,76.53746409321144,91.29804199113822,47.7587640102846,61.74495521625033,77.03736329054809,70.08248306222842,79.1072541237725,58.16113736694224,72.33202743771142,69.39115925339921,70.11679271514384,中等,已就业,12-18万,北京,小型企业(50-100人),软件开发工程师
